	BuisnessID	ReviewText	ReviewRating	City
74	rice-queen-berlin	"Such a pleasant surprise last sunday dinner

I honestly didn't have so many expectations looking at the price of the food which is relative cheap, but the..."	4.0	Berlin
75	all-in-one-berlin	This place offers a great value dürüms for the buck. Don't expect anything special, but food is very likely to be fresh here as they sell constantly.	4.0	Berlin
76	all-in-one-berlin	Yum! I've had a lot shawarmas and gyros back in California, but this blows those way out of the water! The meat was so flavorful, and although I wished for...	5.0	Berlin
77	all-in-one-berlin	Friggin delicious. And only 3.30 euros!! The staff is very friendly, and will cheerfully speak your garbled mix of German-English right back at you....	5.0	Berlin
78	thành-nho-berlin-2	What can I say that hasn't been said. It was a surprise as I got in just for the sake of eating something becuase I was starving... What I found was the...	5.0	Berlin
79	thành-nho-berlin-2	Authentic. The servings are quiet large for the price. The service is friendly and very helpful. At that price share the different starters which are...	5.0	Berlin
80	thành-nho-berlin-2	"I came in here after seeing that everyone had rated this restaurant 5 stars (since I couldn't believe it myself).  And I'm glad I did.  

I came in around..."	5.0	Berlin
81	matreshka-berlin-2	I had a craving for Russian and Matreshka did not disappoint. This cozy restaurant offers up an Eastern European menu in quaint quarters. The staff,...	4.0	Berlin
82	matreshka-berlin-2	"I was fortunate to be staying nearby because I ate so much I only barely made it back and up the five flights of stairs....

Even though I am not a..."	5.0	Berlin
83	matreshka-berlin-2	Cute, modern decor. Unfortunately we sat right in front of the door so had cold breezes all night. Reasonable service but the food was average. I had the...	3.0	Berlin
84	akiko-sushi-berlin-2	Came here on a Saturday night without reservations but thankfully got one of the last tables outside. This place doesn't look like it would be popular but...	4.0	Berlin
85	akiko-sushi-berlin-2	I visited Akiko Sushi for dinner at ordered some inside out roll with eel and avocado, maki with salmon skin and a genmai cha. All it all it was good and...	3.0	Berlin
86	akiko-sushi-berlin-2	"We visited Akiko Sushi for lunch and really enjoyed it. 

They have a great selection of different types of sushi, from which we chose some Maki and,..."	4.0	Berlin
87	curry-mitte-berlin-2	"A-OK. Probably would taste better as a 3am snack rather than a 3pm snack, which was how I had it.

Nothing to compare this with since I only had currywurst..."	3.0	Berlin
88	curry-mitte-berlin-2	"ATMOSPHERE:
There was only 1 person attending to all customers. He couldn't really understand English that much. I asked if I could do a ""takeaway"" and he..."	3.0	Berlin
89	curry-mitte-berlin-2	This was my first time trying Currywurst so I don't know how much better it could potentially get. Seemed pretty standard, a hotdog cut up with a mound of...	4.0	Berlin
90	konak-grill-berlin-2	Amazing Hallumi and kaziki sandwiches. All very tasty and fresh. You can't go wrong in Izmir's.	5.0	Berlin
91	konak-grill-berlin-2	So if you are around Kotti, and you don't want to eat another donner go konak grill! You will find a selection of kofte and the great kofte sandwich really...	4.0	Berlin
92	konak-grill-berlin-2	Good kofte, decent portion for the price, meatballs are very tasty and juicy, and gemuse has a picant touch. Also, pay attention to the tasty hot sauce, yummy.	4.0	Berlin
93	marienburger-berlin	this place has become a tradition for me and now my family!!  almost got all my stamps on my card too...	5.0	Berlin
94	marienburger-berlin	Small burger place, well known by locals.  I come here with my husband for 4 years already (since we've moved to Berlin) and it's the same quality and the...	4.0	Berlin
95	marienburger-berlin	Oh my gosh. Love love love this place. The reviews on this place are 100% accurate, I couldn't believe it.  This is hands down not only the best burger in...	5.0	Berlin
96	hoan-kiem-berlin	You seriously can't go wrong here. We trusted Yelp in leading us to this place and we weren't disappointed. They spoke English and the food was amazing. I...	4.0	Berlin
97	hoan-kiem-berlin	Really good food and prices! The service also was super! I would recommend the Pho and any type of noodle. Also they have various types of asian beers.	5.0	Berlin
98	hoan-kiem-berlin	"Really really good!

Also really cheap, its in a corner street of turmstrasse so a bit hidden but totally worth it to visit. The duck was excellent"	5.0	Berlin
99	patta-finest-baked-potatoes-berlin	Probably the best value-for-money options in the area.	5.0	Berlin
100	patta-finest-baked-potatoes-berlin	4.5 stars really. Food was very tasty and creative. The place was clean, and the service was as friendly as it was efficient. I was very happy to find this...	4.0	Berlin
101	patta-finest-baked-potatoes-berlin	"The looks of the variety to put on your baked hot potato, is delightful!

I love the colorful sauces and the different toppings! It was great!  It's a good..."	4.0	Berlin
102	oma-marnies-pie-bakery-berlin-3	Really amazing and crisp pies. I go here about once per week for breakfast, really fun place. Since making better use of their space they now can sit about...	5.0	Berlin
103	oma-marnies-pie-bakery-berlin-3	Nice pies, crazy opening hours. We here on a saturday, 17:42, when it is supposed to be open, and it is closed. Not the first time this happened. So...	3.0	Berlin
104	oma-marnies-pie-bakery-berlin-3	Just an update to my previous post to note to not expect much from the actual store. I liked the vibe personally but its pretty DIY I feel like I'm in rural...	4.0	Berlin
105	zweistrom-berlin	I ordered the Zweiteller after many recommendations online. I was not disappointed with my big platter filled with many different Turkish delights!...	5.0	Berlin
106	zweistrom-berlin	This is a cross between an imbiss stube,  and a solid restaurant where things are done with flair and care.  Five stars for the Mixteller with meat for...	5.0	Berlin
107	zweistrom-berlin	"Wowowwow, I loved whatever the heck I got. some mixed plate with schwarma and some ""spring roll"" looking thing, but it was off the hook. The freshest, and..."	5.0	Berlin
108	miss-saigon-berlin-2	"What a disappointment.
Came in with high expectations due to other reviews, but this was the worst vietnamese - or any type of food - my friend and I have..."	1.0	Berlin
109	miss-saigon-berlin-2	"Awesome food and reasonable prices. The pho is great for a cold day. Lots of vegetarian and vegan options as well! 

I ordered the lemongrass tofu dish and..."	5.0	Berlin
110	miss-saigon-berlin-2	If you are looking for an American tasting pho.. this is not the place. The reason being is that heir hoisin sauce isn't the Hoisin brand used in the...	3.0	Berlin
111	pomodorino-berlin	"If you want a quick slice of pizza in an interesting combination of flavors you absolutely visit this place. 

The cake is not a traditional Italian, I feel..."	5.0	Berlin
112	pomodorino-berlin	"Best gnocchi I had in a while! Very romantic and chill vibe.
Really nice to seat outside"	4.0	Berlin
113	pomodorino-berlin	Last time I came was around 5 months ago and I couldn't resist one day more.. Of course, we also couldn't finish the tremendous pizza this time and took it...	5.0	Berlin
114	curry-61-berlin	This tiny little stand poking out of a wall doesn't look all that exciting when you first spot it, but having done my research beforehand and read lots of...	4.0	Berlin
115	curry-61-berlin	Good curry in the middle of mitte. The curry powder was great and the sausage itself was delicious	4.0	Berlin
116	curry-61-berlin	I was in Berlin for 6 days so naturally I was tracking down any and all Currywurst. This was hands down my favorite. it has a better kick than most and with...	5.0	Berlin
117	nil-berlin-2	Nil - a great budget restaurant. The Sudanese place with its amazing peanut sauce. I love peanut evertything so this place makes me happy. Also, I love...	5.0	Berlin
118	nil-berlin-2	Unique imbiss with unique food and flavors. Don't miss the Nil Chicken or Schaija.	4.0	Berlin
119	nil-berlin-2	Amazing food, cheap prices and friendly service. The guy took our order then started cooking the chicken right in front of us. After the meal he told us to...	5.0	Berlin
120	karun-bistro-berlin-2	"Called Persian / Iranian it is finally just another kebap fast food
and not the best price/quality ratio
service really bad, the waiter ignore us, so help..."	1.0	Berlin
121	karun-bistro-berlin-2	"I was lured in by the top reviews but my experience was only okay.

The restaurant is self-service, which I don't mind. You order and grab a seat at the..."	3.0	Berlin
122	karun-bistro-berlin-2	I really liked this place. It's unpretentious good hardy food that's made fresh.  The staff is friendly and happy to help wherever they can to make the...	4.0	Berlin
123	manngo-berlin	While there are lines in front of Mr. Voung this venue always has some seats for you and serves equally good food. Manngo became my favourite food spot in...	5.0	Berlin
124	manngo-berlin	Wow, this place probably has the best pho I've had since I moved to Germany a year ago. I wish Berlin was closer to Dusseldorf, because honestly, I'd be...	5.0	Berlin
125	manngo-berlin	"This place is a little bit off the beaten path at Hackescher Markt so therefore it wasn't crowded on a wednesday night when we visited.
The interior is..."	4.0	Berlin
126	güllü-lahmacun-berlin	"""Wait, so what's the difference between lahmacun and gözleme?"" my boyfriend asks me as we navigate the slushy sidewalks of Perleberger Straße.

""Lahmacun is..."	3.0	Berlin
127	güllü-lahmacun-berlin	A few month ago the prices went up. The owner just added 50 Cents to every article. To get full you need to spend arround 7-8 euros There are better options...	3.0	Berlin
128	casablanca-imbiss-berlin	Another Friedrichstain hidden place - Sudanese shawarma. Vegan friendly and super tasty. Falafel always made fresh. Good prices since they are not in a...	5.0	Berlin
129	casablanca-imbiss-berlin	Excellent Shawarma im Brot. The balance between sauces and vegetables/chicken is excellent and they even add some potatoes. The staff is very friendly. I'll...	5.0	Berlin
130	casablanca-imbiss-berlin	I'm a regular visitor here, and I was never disappointed. The service is fast, the veggies are fresh and the shawarma is delicious. I like their kofta too...	5.0	Berlin
131	sen-viet-berlin-2	"I'd rate this a 3.5 if I could. Since it was so cheap it's a 4;)
Really fair prices people. You can eat dinner for about 5 bucks. Medium portion size, fresh..."	4.0	Berlin
132	sen-viet-berlin-2	Hands down, the worst Vietnamese place I've ever been to.  And I eat a lot of Vietnamese and Southeast Asian food.  Not sure how they can screw this up so...	1.0	Berlin
133	sen-viet-berlin-2	Probably the best pho in town - The reason I dont give 5 stars is that their quality is not as constant. Sometimes the soup is too salty and some dishes way...	4.0	Berlin
134	nachtigall-imbiss-berlin	The guy at the counter was very friendly. We were planning to get the regular/large teller but he said small should be good and it was already very big.....	5.0	Berlin
135	nachtigall-imbiss-berlin	Damn that was some fantastic schawarma and hummus.  It was a huge plate for 6.50€.  The guys working there were really nice too.  I definitely recommend it.	5.0	Berlin
136	nachtigall-imbiss-berlin	"Love it! A refreshing change of pace from all the other doner spots around here.
Big and with lots of seating, the owners here are Lebanese and are friendly..."	5.0	Berlin
137	fatoush-berlin	I was a little bit disappointed by the falafel. I am from a Moroccan family and that wasn't as good as expected. It's definitely healthy though and you...	3.0	Berlin
138	fatoush-berlin	"Got carry out, nice setting nice staff.
However the food for take out is over priced. Ordered the Hummus with falafel and when I got home, it was only three..."	3.0	Berlin
139	fatoush-berlin	Amazing food! The only downfall is the lack of English menu...But there are pictures next to the menu and icons available for vegan friends. Overall,...	5.0	Berlin
140	cocolo-ramen-berlin	"It's always a perfect day for a bowl of ramen!

Tip: it's next door to a sushi restaurant, so don't walk into the wrong one!
The space is a bit small, but..."	5.0	Berlin
141	cocolo-ramen-berlin	"love the place,
actually the best thing in the place is not the Rahmen (though it's great) but the other stuff on the menu..
was there 3 times, whenever i..."	4.0	Berlin
142	cocolo-ramen-berlin	We arrived at around 6:30 on a Thursday night and ended up waiting around thirty minutes to be seated. I expected lots of great things from the reviews, but...	3.0	Berlin
143	bao-berlin	"According to my husband, this is the best ""Vietnamese meal"" he has ever had. Berlin's Vietnamese food is a pleasant surprise for us both especially since we..."	5.0	Berlin
144	bao-berlin	This was already my second time at Bao since it's not far from where I live. This time I got Gari Chay (or something along that line) a vegetarian dish with...	4.0	Berlin
145	bao-berlin	We're from San Francisco, so we're used to good Vietnamese food--Bao is dreamy, with perfectly prepared entrees and perfect pho.	5.0	Berlin
146	henne-berlin	I know about chicken.  I used to buy them for a living and have probably eaten more chicken than you.  The five stars on this review is for the chicken.  If...	5.0	Berlin
147	henne-berlin	Very popular restaurant. Very busy on most nights. The food is worth the wait and the hassle though. This is a quite famous German restaurant that is pretty...	4.0	Berlin
148	henne-berlin	This place is there for one thing and one thing only, chicken. Their menu is essentially comprised of one item, a half chicken. But there is a reason they...	5.0	Berlin
149	elefant-berlin	Awesome restaurant right down the street from our hotel! Found some good reviews on yelp and decided to give it a shot and WOW! So glad we did:) first time...	5.0	Berlin
150	elefant-berlin	I was craving Schnitzel and German Goulash. Found this restaurant near me and decided to give it a try. I tried the goulash hear, it was enjoyable and...	3.0	Berlin
151	elefant-berlin	"This place is not for the weak at heart (""stomach"" is more relevant in this case). Don't come here unless you are starving like you have been on a hunger..."	4.0	Berlin
152	rembrandt-burger-berlin	definitely in my top 5 burger places in berlin.  they fresh cut their own fries (which is rare in this town) and the burgers are on point.  haven't tried...	5.0	Berlin
153	rembrandt-burger-berlin	Just go there! Best burger place in Berlin (and yes, I've tried The Bird and Burgeramt before). Their sweet potato fries are extremely delicious, the...	5.0	Berlin
154	rembrandt-burger-berlin	"A quite alright burger, not the ordinary you'd find in any burger joint. Beans, blue cheese, avocado and many more - they're all in there.
Quite tasty but..."	4.0	Berlin
155	restaurant-bastard-berlin	Great place for brunch in Berlin (I think they do brunch until 4pm or something like that... and it was a week day!). Service was very accommodating and the...	5.0	Berlin
156	restaurant-bastard-berlin	"Had Strammer Max here during brunch and it was amazing.
Be prepared to wait for awhile during rush hour."	5.0	Berlin
157	restaurant-bastard-berlin	Delicious, fresh and creative food with a cosy atmosphère, and helpful service. We need to come back for the pancakes!	5.0	Berlin
158	chipps-berlin	Have been here twice, once for dinner and the other time for Super Breakfast on Saturdays. Both times, was impressed with service and the open kitchen...	4.0	Berlin
159	chipps-berlin	"Not at all impressed!

Sometimes I just wonder if I have got it all wrong when it comes to eating and food in general! 

But can you really eat a plate of..."	2.0	Berlin
160	chipps-berlin	My dear friend invited me out for a lunch date at Chipps. This place in the heart of Mitte is a little bit fancier and serves mostly vegetarian salads and...	4.0	Berlin
161	the-bird-berlin	Hands down the best burger I've EVER eaten. I ordered 'Da Birdhouse' for a very reasonable €12.50 when you consider the huge portion size. My double burger...	4.0	Berlin
162	the-bird-berlin	I was a bit skeptical to try this place being from New York, and they describe themselves as a New York style bar, but I came here anyway based off a...	4.0	Berlin
163	the-bird-berlin	I love this place. It feels like home, but not necessarily like NY, really. Definitely an American themed/style bar with awesome food, but not kitschy at...	5.0	Berlin
164	weingalerie-und-café-nö-berlin	We went here two days in a row just because it is that good. And the waitress is perfect. Extremely busy but still so polite and not rushed. Food very nice....	5.0	Berlin
165	weingalerie-und-café-nö-berlin	"The food here is phenomenal. 

I do wish I had more time to explore the many wines they have on the menu but each time I have come here we have always been..."	4.0	Berlin
166	weingalerie-und-café-nö-berlin	"Love coming here when I'm over seas!! Great food amazing environment

Only down part of this cafe is the small wait when ordering ordering food"	5.0	Berlin
167	ixthys-berlin	LOOVEELYY Bibimbap! Probably one of Berlins best. Do order Kimchi on the side, there's none in the 'bap itself. We had one with beef and one with tofu,...	5.0	Berlin
168	ixthys-berlin	I got the Bibimbap, because you have to, right?! It was tasty, and I got my food very quickly. I haven't had a lot in Berlin, but this one was very well...	4.0	Berlin
169	ixthys-berlin	I had seafood soup which was spicy and tasted like the soup i always got in the US korean town! Probably one of the best bibimbap/hotstone soup in Berlin...	4.0	Berlin
170	bbi-berlinburger-international-berlin	I had the Flash Gorogozola. I liked all the flavors and all the ingredients were very fresh. Despite being a tad pricey, the portion size is enormous. I...	5.0	Berlin
171	bbi-berlinburger-international-berlin	"What else can I possibly add to the hundreds reviews that have been written for BBI?
Not much more, indeed.

My friend and I discovered this place by pure..."	4.0	Berlin
172	bbi-berlinburger-international-berlin	"AMAZING vegetarian burger and sweet potato chips. Not super cheap but I'd gladly pay more and have a delicious burger than cheap tasteless one.

The paddy..."	5.0	Berlin
173	schwarzwaldstuben-berlin	I like to go here every once in a while when I want to show my friends from overseas what German food is like. The atmosphere is warm and cozy and the...	4.0	Berlin
174	schwarzwaldstuben-berlin	Nothing bad, but nothing special. We did the standard thing and searched various apps to identify options for dinner on the first night in Berlin....	3.0	Berlin
175	schwarzwaldstuben-berlin	Went here for lunch today. I must say the food is absolutely amazing and trully authentic. Haven't had such a nice lunch for a long time. We ordered...	4.0	Berlin
176	schnitzelei-berlin	We visited this restaurant with a couple of local friends & had a wonderful evening.  The schnitzels were excellent & the wine & beer were great.  You will...	5.0	Berlin
177	schnitzelei-berlin	The German word 'Ausgezeichnet' is, as far as I know, a word that describes something to be very, very good. If that is a correct interpretation, then it's...	5.0	Berlin
178	schnitzelei-berlin	Right after arriving in Berlin I had to look for a place with good schnitzel. On various lists I found Schnitzelei was in top3 of Berlin's restaurants...	5.0	Berlin
179	monsieur-vuong-berlin	"The best Vietnamese food I've ever had. We had the Pho Ga, Pho Bo, fried spring rolls & ice gold beers. Delicious!!! 5 stars! Must try in Berlin.

This..."	5.0	Berlin
180	monsieur-vuong-berlin	"While there may be a line, this restaurant knows how to turn tables, so you won't be waiting long!

They got us in quickly, spoke English well, understood..."	4.0	Berlin
181	monsieur-vuong-berlin	My friend took me to this place while we were in Berlin on a business trip. He raved about this place and how he's been going here for over 10...	5.0	Berlin
182	cocoro-berlin-2	"On my food journey through Berlin was this one of the stops I enjoyed more than others. 

This place is a rather small restaurant with smaller portions but..."	4.0	Berlin
183	cocoro-berlin-2	"Two of us tried out Cocoro for lunch the other day, and it was absolutely delicious. 
We had Gyu don(beef bowl €9.5) and Sake don(salmon bowl €10.5) with a..."	5.0	Berlin
